
========== 로그 시작: Fri Dec  5 12:37:28 2025
시간                온도(°C)  습도(%)  히터   팬
2025-12-05 12:46:07     27.78     70.22      ON    ON
2025-12-05 12:46:08     28.18     69.33     OFF   OFF
2025-12-05 12:46:09     28.30     68.99     OFF   OFF
2025-12-05 12:46:10     28.12     69.55     OFF   OFF
2025-12-05 12:46:11     27.75     70.17      ON    ON
2025-12-05 12:46:12     27.89     70.04      ON    ON
2025-12-05 12:46:13     28.36     69.02     OFF   OFF
2025-12-05 12:46:14     28.53     68.78     OFF   OFF
2025-12-05 12:46:15     28.16     69.41     OFF   OFF
2025-12-05 12:46:16     27.76     69.99      ON   OFF
2025-12-05 12:46:17     27.84     70.43      ON    ON
2025-12-05 12:46:18     28.22     70.34     OFF    ON
2025-12-05 12:46:19     28.12     69.45     OFF   OFF
2025-12-05 12:46:20     27.76     69.24      ON   OFF
2025-12-05 12:46:21     27.78     69.98      ON   OFF
2025-12-05 12:46:22     28.26     70.58     OFF    ON
2025-12-05 12:46:23     28.31     70.33     OFF    ON
2025-12-05 12:46:24     28.10     69.21     OFF   OFF
2025-12-05 12:46:25     27.71     69.01      ON   OFF
2025-12-05 12:46:26     27.66     69.56      ON   OFF
2025-12-05 12:46:27     28.09     70.30     OFF    ON
2025-12-05 12:46:28     28.03     70.17     OFF    ON
2025-12-05 12:46:29     27.72     69.30      ON   OFF
2025-12-05 12:46:30     27.67     69.02      ON   OFF
2025-12-05 12:46:31     28.12     69.56     OFF   OFF
2025-12-05 12:46:32     28.16     70.13     OFF    ON
2025-12-05 12:46:33     27.83     69.95      ON   OFF
2025-12-05 12:46:34     27.84     69.84      ON   OFF
2025-12-05 12:46:35     28.23     70.41     OFF    ON
2025-12-05 12:46:36     28.27     70.22     OFF    ON
2025-12-05 12:46:37     27.83     69.26      ON   OFF
2025-12-05 12:46:38     28.03     68.98     OFF   OFF
2025-12-05 12:46:39     28.11     69.59     OFF   OFF
2025-12-05 12:46:40     27.76     70.28      ON    ON
2025-12-05 12:46:41     27.70     70.10      ON    ON
2025-12-05 12:46:42     27.97     69.16      ON   OFF
2025-12-05 12:46:43     28.39     68.96     OFF   OFF
2025-12-05 12:46:44     28.38     69.59     OFF   OFF
2025-12-05 12:46:45     27.87     70.27      ON    ON
2025-12-05 12:46:46     27.93     70.09      ON    ON
2025-12-05 12:46:47     28.33     69.23     OFF   OFF
2025-12-05 12:46:48     28.34     68.96     OFF   OFF
2025-12-05 12:46:49     27.95     69.67      ON   OFF
2025-12-05 12:46:50     27.96     70.21      ON    ON
2025-12-05 12:46:51     28.27     69.96     OFF   OFF
2025-12-05 12:46:52     28.22     69.81     OFF   OFF
2025-12-05 12:46:53     27.82     70.25      ON    ON
2025-12-05 12:46:54     27.94     69.91      ON   OFF
2025-12-05 12:46:55     28.31     69.64     OFF   OFF
2025-12-05 12:46:56     28.19     70.19     OFF    ON
2025-12-05 12:46:57     27.93     69.97      ON   OFF
2025-12-05 12:46:58     27.87     69.76      ON   OFF
2025-12-05 12:46:59     28.18     70.33     OFF    ON
2025-12-05 12:47:00     28.18     70.01     OFF    ON
2025-12-05 12:47:01     27.80     68.92      ON   OFF
2025-12-05 12:47:02     27.81     68.73      ON   OFF
2025-12-05 12:47:03     28.15     69.41     OFF   OFF
2025-12-05 12:47:04     28.20     69.98     OFF   OFF
2025-12-05 12:47:05     27.78     70.65      ON    ON
2025-12-05 12:47:06     27.88     70.46      ON    ON
2025-12-05 12:47:07     28.24     69.60     OFF   OFF
2025-12-05 12:47:08     28.46     69.39     OFF   OFF
2025-12-05 12:47:09     28.18     69.86     OFF   OFF
2025-12-05 12:47:10     27.95     70.62      ON    ON
2025-12-05 12:47:11     28.01     70.52     OFF    ON
2025-12-05 12:47:12     28.09     69.54     OFF   OFF
2025-12-05 12:47:13     27.86     69.48      ON   OFF
2025-12-05 12:47:14     27.83     70.10      ON    ON
2025-12-05 12:47:15     28.16     69.93     OFF   OFF
2025-12-05 12:47:16     28.18     69.57     OFF   OFF
2025-12-05 12:47:17     27.76     70.16      ON    ON
2025-12-05 12:47:18     27.94     70.03      ON    ON
2025-12-05 12:47:19     28.50     69.02     OFF   OFF
2025-12-05 12:47:20     28.52     68.83     OFF   OFF
2025-12-05 12:47:21     28.29     69.41     OFF   OFF
2025-12-05 12:47:22     27.93     70.05      ON    ON
2025-12-05 12:47:23     27.84     69.79      ON   OFF
2025-12-05 12:47:24     28.21     69.75     OFF   OFF
2025-12-05 12:47:25     28.18     70.40     OFF    ON
2025-12-05 12:47:26     27.75     70.24      ON    ON
2025-12-05 12:47:28     27.83     69.14      ON   OFF
2025-12-05 12:47:29     28.34     68.98     OFF   OFF
2025-12-05 12:47:30     28.35     69.49     OFF   OFF
2025-12-05 12:47:31     27.96     70.08      ON    ON
2025-12-05 12:47:32     28.15     69.87     OFF   OFF
2025-12-05 12:47:33     28.12     69.70     OFF   OFF
2025-12-05 12:47:34     27.85     70.36      ON    ON
2025-12-05 12:47:35     27.76     70.01      ON    ON
2025-12-05 12:47:36     28.10     68.85     OFF   OFF
2025-12-05 12:47:37     28.18     68.67     OFF   OFF
2025-12-05 12:47:38     27.79     69.44      ON   OFF
2025-12-05 12:47:39     27.80     69.96      ON   OFF
2025-12-05 12:47:40     28.29     70.36     OFF    ON
2025-12-05 12:47:41     28.34     70.16     OFF    ON
2025-12-05 12:47:42     28.02     69.11     OFF   OFF
2025-12-05 12:47:43     27.74     68.89      ON   OFF
2025-12-05 12:47:44     27.80     69.36      ON   OFF
2025-12-05 12:47:45     28.05     70.05     OFF    ON
2025-12-05 12:47:46     28.11     69.75     OFF   OFF
2025-12-05 12:47:47     27.82     69.57      ON   OFF
2025-12-05 12:47:48     27.90     70.23      ON    ON
2025-12-05 12:47:49     28.32     70.02     OFF    ON
2025-12-05 12:47:50     28.28     69.11     OFF   OFF
2025-12-05 12:47:51     27.78     69.00      ON   OFF
2025-12-05 12:47:52     27.77     69.51      ON   OFF
2025-12-05 12:47:53     28.14     70.25     OFF    ON
2025-12-05 12:47:54     28.00     70.16      ON    ON
2025-12-05 12:47:55     27.96     69.19      ON   OFF
2025-12-05 12:47:56     28.25     69.08     OFF   OFF
2025-12-05 12:47:57     28.11     69.73     OFF   OFF
2025-12-05 12:47:58     27.70     70.17      ON    ON
2025-12-05 12:47:59     27.87     70.02      ON    ON
2025-12-05 12:48:00     28.21     69.03     OFF   OFF
2025-12-05 12:48:01     28.37     68.93     OFF   OFF
2025-12-05 12:48:02     28.03     69.66     OFF   OFF
2025-12-05 12:48:03     27.66     70.24      ON    ON
2025-12-05 12:48:04     27.75     70.00      ON    ON
2025-12-05 12:48:05     28.15     68.84     OFF   OFF
2025-12-05 12:48:06     28.07     68.50     OFF   OFF
2025-12-05 12:48:07     27.86     69.09      ON   OFF
2025-12-05 12:48:08     28.10     69.83     OFF   OFF
2025-12-05 12:48:09     28.13     70.52     OFF    ON
2025-12-05 12:48:10     27.80     69.64      ON   OFF
2025-12-05 12:48:11     28.27     70.32     OFF    ON
2025-12-05 12:48:12     27.99     69.38      ON   OFF
2025-12-05 12:48:13     28.47     70.09     OFF    ON
2025-12-05 12:48:14     28.26     69.09     OFF   OFF
2025-12-05 12:48:15     27.91     69.71      ON   OFF
2025-12-05 12:48:16     28.25     70.30     OFF    ON
2025-12-05 12:48:17     28.01     69.28     OFF   OFF
2025-12-05 12:48:18     27.81     69.86      ON   OFF
2025-12-05 12:48:19     28.27     70.54     OFF    ON
2025-12-05 12:48:20     27.83     69.44      ON   OFF
2025-12-05 12:48:21     28.22     70.12     OFF    ON
2025-12-05 12:48:22     27.95     69.23      ON   OFF
2025-12-05 12:48:23     28.24     69.85     OFF   OFF
2025-12-05 12:48:24     27.93     70.29      ON    ON
2025-12-05 12:48:25     28.35     69.19     OFF   OFF
2025-12-05 12:48:26     28.09     69.85     OFF   OFF
2025-12-05 12:48:27     27.71     70.39      ON    ON
2025-12-05 12:48:28     28.14     69.32     OFF   OFF
2025-12-05 12:48:29     28.00     69.83      ON   OFF
2025-12-05 12:48:30     28.39     70.54     OFF    ON
2025-12-05 12:48:31     27.94     69.57      ON   OFF
2025-12-05 12:48:32     28.39     70.14     OFF    ON
2025-12-05 12:48:33     27.89     69.22      ON   OFF
2025-12-05 12:48:34     28.19     69.85     OFF   OFF
2025-12-05 12:48:35     27.82     70.47      ON    ON
2025-12-05 12:48:36     28.16     69.51     OFF   OFF
2025-12-05 12:48:37     27.79     70.04      ON    ON
2025-12-05 12:48:38     28.20     69.04     OFF   OFF
2025-12-05 12:48:39     27.87     69.66      ON   OFF
2025-12-05 12:48:40     28.23     70.22     OFF    ON
2025-12-05 12:48:41     27.93     69.10      ON   OFF
2025-12-05 12:48:42     28.44     69.63     OFF   OFF
2025-12-05 12:48:43     28.25     70.25     OFF    ON
2025-12-05 12:48:44     27.98     69.27      ON   OFF
2025-12-05 12:48:45     28.28     69.85     OFF   OFF
2025-12-05 12:48:46     28.12     70.49     OFF    ON
2025-12-05 12:48:47     27.83     69.54      ON   OFF
2025-12-05 12:48:48     28.22     70.06     OFF    ON
2025-12-05 12:48:49     27.90     69.17      ON   OFF
2025-12-05 12:48:50     28.31     69.89     OFF   OFF
2025-12-05 12:48:51     27.92     70.48      ON    ON
2025-12-05 12:48:52     28.30     69.56     OFF   OFF
2025-12-05 12:48:53     28.02     70.08     OFF    ON
2025-12-05 12:48:54     27.86     69.15      ON   OFF
2025-12-05 12:48:55     28.34     69.71     OFF   OFF
2025-12-05 12:48:56     28.08     70.27     OFF    ON
2025-12-05 12:48:57     27.64     69.30      ON   OFF
2025-12-05 12:48:58     27.96     70.07      ON    ON
2025-12-05 12:48:59     28.28     68.98     OFF   OFF
2025-12-05 12:49:00     27.91     69.57      ON   OFF
2025-12-05 12:49:01     28.22     70.20     OFF    ON
2025-12-05 12:49:02     27.96     69.36      ON   OFF
2025-12-05 12:49:03     28.45     69.93     OFF   OFF
2025-12-05 12:49:04     28.24     70.41     OFF    ON
2025-12-05 12:49:05     27.83     69.49      ON   OFF
2025-12-05 12:49:06     28.24     70.16     OFF    ON
2025-12-05 12:49:07     27.85     69.10      ON   OFF
2025-12-05 12:49:08     28.38     69.55     OFF   OFF
2025-12-05 12:49:09     27.92     70.22      ON    ON
2025-12-05 12:49:10     28.34     69.14     OFF   OFF
2025-12-05 12:49:11     28.10     69.79     OFF   OFF
2025-12-05 12:49:12     27.72     70.35      ON    ON
2025-12-05 12:49:13     28.13     69.39     OFF   OFF
2025-12-05 12:49:14     27.71     69.99      ON   OFF
2025-12-05 12:49:15     28.04     70.60     OFF    ON
2025-12-05 12:49:16     27.78     69.64      ON   OFF
2025-12-05 12:49:17     28.28     70.23     OFF    ON
2025-12-05 12:49:18     28.06     69.13     OFF   OFF
2025-12-05 12:49:19     27.91     69.61      ON   OFF
2025-12-05 12:49:20     28.31     70.19     OFF    ON
2025-12-05 12:49:21     27.98     69.23      ON   OFF
2025-12-05 12:49:22     28.41     69.81     OFF   OFF
2025-12-05 12:49:23     28.02     70.26     OFF    ON
2025-12-05 12:49:24     27.77     69.39      ON   OFF
2025-12-05 12:49:25     28.06     69.94     OFF   OFF
2025-12-05 12:49:26     27.79     70.61      ON    ON
2025-12-05 12:49:28     28.11     69.56     OFF   OFF
2025-12-05 12:49:29     28.07     69.33     OFF   OFF
2025-12-05 12:49:30     27.77     69.93      ON   OFF
2025-12-05 12:49:31     27.77     70.43      ON    ON
2025-12-05 12:49:32     28.11     70.23     OFF    ON
2025-12-05 12:49:33     28.27     69.06     OFF   OFF
2025-12-05 12:49:34     27.91     68.88      ON   OFF
2025-12-05 12:49:35     28.01     69.47     OFF   OFF
2025-12-05 12:49:36     27.99     70.07      ON    ON
2025-12-05 12:49:37     27.97     69.76      ON   OFF
2025-12-05 12:49:38     28.46     69.54     OFF   OFF
2025-12-05 12:49:39     28.55     70.08     OFF    ON
2025-12-05 12:49:40     28.35     69.95     OFF   OFF
2025-12-05 12:49:41     28.09     69.71     OFF   OFF
2025-12-05 12:49:42     27.73     70.42      ON    ON
2025-12-05 12:49:43     27.66     70.18      ON    ON
2025-12-05 12:49:44     27.97     69.07      ON   OFF
2025-12-05 12:49:45     28.35     68.96     OFF   OFF
2025-12-05 12:49:46     28.41     69.53     OFF   OFF
2025-12-05 12:49:47     27.96     69.98      ON   OFF
2025-12-05 12:49:48     27.91     70.51      ON    ON
2025-12-05 12:49:49     28.39     70.30     OFF    ON
2025-12-05 12:49:50     28.48     69.33     OFF   OFF
2025-12-05 12:49:51     28.10     69.13     OFF   OFF
2025-12-05 12:49:52     27.88     69.80      ON   OFF
2025-12-05 12:49:53     28.04     70.36     OFF    ON
2025-12-05 12:49:54     27.98     70.20      ON    ON
2025-12-05 12:49:55     28.14     69.21     OFF   OFF
2025-12-05 12:49:56     28.11     68.95     OFF   OFF
2025-12-05 12:49:57     27.74     69.54      ON   OFF
2025-12-05 12:49:58     27.81     70.21      ON    ON
2025-12-05 12:49:59     28.26     69.92     OFF   OFF
2025-12-05 12:50:00     28.24     69.70     OFF   OFF
2025-12-05 12:50:01     28.02     70.24     OFF    ON
2025-12-05 12:50:02     27.68     70.17      ON    ON
2025-12-05 12:50:03     27.86     69.03      ON   OFF
2025-12-05 12:50:04     28.25     68.86     OFF   OFF
2025-12-05 12:50:05     28.09     69.35     OFF   OFF
2025-12-05 12:50:06     27.75     70.03      ON    ON
2025-12-05 12:50:07     28.01     69.88     OFF   OFF
2025-12-05 12:50:08     28.03     69.62     OFF   OFF
2025-12-05 12:50:09     27.59     70.09      ON    ON
2025-12-05 12:50:10     27.63     69.98      ON   OFF
2025-12-05 12:50:11     28.17     69.92     OFF   OFF
2025-12-05 12:50:12     28.13     70.53     OFF    ON
2025-12-05 12:50:13     27.93     70.31      ON    ON
2025-12-05 12:50:14     28.01     69.32     OFF   OFF
2025-12-05 12:50:15     28.06     69.17     OFF   OFF
2025-12-05 12:50:16     27.72     69.94      ON   OFF
2025-12-05 12:50:17     27.79     70.53      ON    ON
2025-12-05 12:50:18     28.26     70.45     OFF    ON
2025-12-05 12:50:19     28.29     69.29     OFF   OFF
2025-12-05 12:50:20     28.01     69.04     OFF   OFF
2025-12-05 12:50:21     27.82     69.56      ON   OFF
2025-12-05 12:50:22     27.97     70.09      ON    ON
2025-12-05 12:50:23     28.32     69.76     OFF   OFF
2025-12-05 12:50:24     28.33     69.59     OFF   OFF
2025-12-05 12:50:25     28.03     70.22     OFF    ON
2025-12-05 12:50:26     27.83     69.89      ON   OFF
2025-12-05 12:50:27     27.79     69.68      ON   OFF
2025-12-05 12:50:28     28.31     70.24     OFF    ON
2025-12-05 12:50:29     28.19     70.21     OFF    ON
2025-12-05 12:50:30     27.75     69.32      ON   OFF
2025-12-05 12:50:31     27.97     69.12      ON   OFF
2025-12-05 12:50:32     28.40     69.89     OFF   OFF
2025-12-05 12:50:33     28.57     70.45     OFF    ON
2025-12-05 12:50:34     28.22     70.26     OFF    ON
2025-12-05 12:50:35     27.86     69.07      ON   OFF
2025-12-05 12:50:36     27.89     68.86      ON   OFF
2025-12-05 12:50:37     28.40     69.33     OFF   OFF
2025-12-05 12:50:38     28.57     69.98     OFF   OFF
2025-12-05 12:50:39     28.27     70.59     OFF    ON
2025-12-05 12:50:40     27.89     70.41      ON    ON
2025-12-05 12:50:41     28.09     69.24     OFF   OFF
2025-12-05 12:50:42     28.14     68.99     OFF   OFF
2025-12-05 12:50:43     27.79     69.57      ON   OFF
2025-12-05 12:50:44     27.78     70.13      ON    ON
2025-12-05 12:50:45     28.19     69.92     OFF   OFF
2025-12-05 12:50:46     28.23     69.59     OFF   OFF
2025-12-05 12:50:47     27.97     70.10      ON    ON
2025-12-05 12:50:48     28.13     69.95     OFF   OFF
2025-12-05 12:50:49     28.22     69.68     OFF   OFF
2025-12-05 12:50:50     27.78     70.21      ON    ON
2025-12-05 12:50:51     27.92     69.91      ON   OFF
2025-12-05 12:50:52     28.38     69.89     OFF   OFF
2025-12-05 12:50:53     28.32     70.42     OFF    ON
2025-12-05 12:50:54     27.99     70.10      ON    ON
2025-12-05 12:50:55     28.02     69.26     OFF   OFF
2025-12-05 12:50:56     28.01     69.08     OFF   OFF
2025-12-05 12:50:57     27.83     69.67      ON   OFF
2025-12-05 12:50:58     27.81     70.46      ON    ON
2025-12-05 12:50:59     28.08     70.26     OFF    ON
2025-12-05 12:51:00     28.27     69.19     OFF   OFF
2025-12-05 12:51:01     28.02     68.81     OFF   OFF
2025-12-05 12:51:02     27.59     69.24      ON   OFF
2025-12-05 12:51:03     27.60     69.81      ON   OFF
2025-12-05 12:51:04     27.95     70.33      ON    ON
2025-12-05 12:51:05     28.48     70.01     OFF    ON
2025-12-05 12:51:06     28.31     69.10     OFF   OFF
2025-12-05 12:51:07     28.02     69.03     OFF   OFF
2025-12-05 12:51:08     27.78     69.66      ON   OFF
2025-12-05 12:51:09     27.87     70.19      ON    ON
2025-12-05 12:51:10     28.21     69.85     OFF   OFF
2025-12-05 12:51:11     28.26     69.60     OFF   OFF
2025-12-05 12:51:12     28.01     70.23     OFF    ON
2025-12-05 12:51:13     27.80     69.96      ON   OFF
2025-12-05 12:51:14     28.04     69.91     OFF   OFF
2025-12-05 12:51:15     28.13     70.38     OFF    ON
2025-12-05 12:51:16     27.71     70.08      ON    ON
2025-12-05 12:51:17     27.78     69.08      ON   OFF
2025-12-05 12:51:18     28.02     68.92     OFF   OFF
2025-12-05 12:51:19     28.02     69.68     OFF   OFF
2025-12-05 12:51:20     27.68     70.21      ON    ON
2025-12-05 12:51:21     27.56     69.91      ON   OFF
2025-12-05 12:51:22     27.98     69.69      ON   OFF
2025-12-05 12:51:23     28.42     70.15     OFF    ON
2025-12-05 12:51:24     28.38     70.00     OFF    ON
2025-12-05 12:51:25     28.06     69.10     OFF   OFF
2025-12-05 12:51:26     27.86     68.94      ON   OFF
2025-12-05 12:51:27     27.86     69.53      ON   OFF
2025-12-05 12:51:28     28.38     70.26     OFF    ON
2025-12-05 12:51:29     28.39     70.17     OFF    ON
2025-12-05 12:51:30     28.12     69.19     OFF   OFF
2025-12-05 12:51:31     27.88     69.09      ON   OFF
2025-12-05 12:51:32     27.85     69.59      ON   OFF
2025-12-05 12:51:33     28.41     70.07     OFF    ON
2025-12-05 12:51:34     28.53     69.86     OFF   OFF
2025-12-05 12:51:35     28.16     69.84     OFF   OFF
2025-12-05 12:51:36     27.93     70.31      ON    ON
2025-12-05 12:51:37     27.91     70.13      ON    ON
2025-12-05 12:51:38     28.32     69.14     OFF   OFF
2025-12-05 12:51:39     28.45     68.89     OFF   OFF
2025-12-05 12:51:40     28.15     69.55     OFF   OFF
2025-12-05 12:51:41     27.78     70.17      ON    ON
2025-12-05 12:51:42     27.82     69.93      ON   OFF
2025-12-05 12:51:43     28.34     69.74     OFF   OFF
2025-12-05 12:51:44     28.40     70.43     OFF    ON
2025-12-05 12:51:45     28.15     70.22     OFF    ON
2025-12-05 12:51:46     27.82     69.14      ON   OFF
2025-12-05 12:51:47     27.95     69.03      ON   OFF
2025-12-05 12:51:48     28.27     69.74     OFF   OFF
2025-12-05 12:51:49     28.42     70.29     OFF    ON
2025-12-05 12:51:50     27.98     70.04      ON    ON
2025-12-05 12:51:51     27.96     68.93      ON   OFF
2025-12-05 12:51:52     28.30     68.65     OFF   OFF
2025-12-05 12:51:53     28.21     69.25     OFF   OFF
2025-12-05 12:51:54     27.81     69.79      ON   OFF
2025-12-05 12:51:55     28.07     70.26     OFF    ON
2025-12-05 12:51:56     28.26     70.02     OFF    ON
2025-12-05 12:51:57     28.04     69.10     OFF   OFF
2025-12-05 12:51:58     27.77     68.72      ON   OFF
2025-12-05 12:51:59     27.76     69.38      ON   OFF
2025-12-05 12:52:00     28.11     69.95     OFF   OFF
2025-12-05 12:52:01     28.10     70.60     OFF    ON
2025-12-05 12:52:02     27.95     70.52      ON    ON
2025-12-05 12:52:03     28.17     69.68     OFF   OFF
2025-12-05 12:52:04     28.09     69.56     OFF   OFF
2025-12-05 12:52:05     27.72     70.17      ON    ON
2025-12-05 12:52:06     27.78     70.01      ON    ON
2025-12-05 12:52:07     28.06     68.89     OFF   OFF
2025-12-05 12:52:08     28.14     68.81     OFF   OFF
2025-12-05 12:52:09     27.77     69.30      ON   OFF
2025-12-05 12:52:10     27.82     70.06      ON    ON
2025-12-05 12:52:11     28.29     70.02     OFF    ON
2025-12-05 12:52:12     28.32     69.18     OFF   OFF
2025-12-05 12:52:13     27.91     69.00      ON   OFF
2025-12-05 12:52:14     28.00     69.61     OFF   OFF
2025-12-05 12:52:15     27.91     70.29      ON    ON
2025-12-05 12:52:16     27.91     70.04      ON    ON
2025-12-05 12:52:17     28.35     69.00     OFF   OFF
2025-12-05 12:52:18     28.29     68.89     OFF   OFF
2025-12-05 12:52:19     27.98     69.63      ON   OFF
2025-12-05 12:52:20     28.12     70.20     OFF    ON
2025-12-05 12:52:21     28.13     70.08     OFF    ON
2025-12-05 12:52:22     27.71     69.08      ON   OFF
2025-12-05 12:52:23     27.60     68.83      ON   OFF
2025-12-05 12:52:24     28.06     69.38     OFF   OFF
2025-12-05 12:52:25     28.01     70.07     OFF    ON
2025-12-05 12:52:26     27.64     69.84      ON   OFF
2025-12-05 12:52:27     27.58     69.65      ON   OFF
2025-12-05 12:52:28     27.93     70.41      ON    ON
2025-12-05 12:52:29     28.35     70.29     OFF    ON
2025-12-05 12:52:30     28.42     69.18     OFF   OFF
2025-12-05 12:52:31     28.09     68.89     OFF   OFF
2025-12-05 12:52:32     27.85     69.67      ON   OFF
2025-12-05 12:52:33     27.97     70.38      ON    ON
2025-12-05 12:52:34     28.19     70.02     OFF    ON
2025-12-05 12:52:35     28.07     68.94     OFF   OFF
2025-12-05 12:52:36     27.63     68.80      ON   OFF
2025-12-05 12:52:37     27.63     69.49      ON   OFF
2025-12-05 12:52:38     28.19     70.13     OFF    ON
2025-12-05 12:52:39     28.14     69.92     OFF   OFF
2025-12-05 12:52:40     27.80     69.56      ON   OFF
2025-12-05 12:52:41     27.79     70.15      ON    ON
2025-12-05 12:52:42     28.18     70.11     OFF    ON
2025-12-05 12:52:44     28.05     68.93     OFF   OFF
2025-12-05 12:52:45     27.83     68.71      ON   OFF
2025-12-05 12:52:46     27.92     69.26      ON   OFF
2025-12-05 12:52:47     28.28     69.74     OFF   OFF
2025-12-05 12:52:48     28.36     70.18     OFF    ON
2025-12-05 12:52:49     28.10     70.01     OFF    ON
2025-12-05 12:52:50     27.78     69.03      ON   OFF
2025-12-05 12:52:51     27.78     68.74      ON   OFF
2025-12-05 12:52:52     28.10     69.41     OFF   OFF
2025-12-05 12:52:53     28.15     69.90     OFF   OFF
2025-12-05 12:52:54     27.90     70.49      ON    ON
2025-12-05 12:52:55     27.81     70.37      ON    ON
2025-12-05 12:52:56     28.31     69.31     OFF   OFF
2025-12-05 12:52:57     28.29     69.07     OFF   OFF
2025-12-05 12:52:58     27.92     69.67      ON   OFF
2025-12-05 12:52:59     28.08     70.43     OFF    ON
2025-12-05 12:53:00     28.11     70.27     OFF    ON
2025-12-05 12:53:01     27.69     69.32      ON   OFF
2025-12-05 12:53:02     27.81     69.08      ON   OFF
2025-12-05 12:53:03     28.20     69.66     OFF   OFF
2025-12-05 12:53:04     28.13     70.21     OFF    ON
2025-12-05 12:53:05     27.92     69.93      ON   OFF
2025-12-05 12:53:06     28.06     69.66     OFF   OFF
2025-12-05 12:53:07     28.14     70.13     OFF    ON
2025-12-05 12:53:08     27.91     70.02      ON    ON
2025-12-05 12:53:09     28.11     68.97     OFF   OFF
2025-12-05 12:53:10     28.01     68.78     OFF   OFF
2025-12-05 12:53:11     27.72     69.28      ON   OFF
2025-12-05 12:53:12     27.80     69.81      ON   OFF
2025-12-05 12:53:13     28.21     70.40     OFF    ON
2025-12-05 12:53:14     28.13     70.14     OFF    ON
2025-12-05 12:53:15     27.81     69.08      ON   OFF
2025-12-05 12:53:16     27.88     68.74      ON   OFF
2025-12-05 12:53:17     28.26     69.29     OFF   OFF
2025-12-05 12:53:18     28.23     69.87     OFF   OFF
2025-12-05 12:53:19     27.77     70.44      ON    ON
2025-12-05 12:53:20     27.91     70.32      ON    ON
2025-12-05 12:53:21     28.35     69.30     OFF   OFF
2025-12-05 12:53:22     28.27     69.01     OFF   OFF
2025-12-05 12:53:23     27.95     69.47      ON   OFF
2025-12-05 12:53:24     27.90     70.07      ON    ON
2025-12-05 12:53:25     28.22     69.76     OFF   OFF
2025-12-05 12:53:26     28.30     69.66     OFF   OFF
2025-12-05 12:53:27     27.83     70.38      ON    ON
2025-12-05 12:53:28     27.84     70.17      ON    ON
2025-12-05 12:53:29     28.21     69.22     OFF   OFF
2025-12-05 12:53:30     28.40     69.01     OFF   OFF
2025-12-05 12:53:31     28.12     69.51     OFF   OFF
2025-12-05 12:53:32     27.87     70.10      ON    ON
2025-12-05 12:53:33     27.80     70.10      ON    ON
2025-12-05 12:53:34     28.30     69.18     OFF   OFF
2025-12-05 12:53:35     28.29     69.07     OFF   OFF
2025-12-05 12:53:36     28.02     69.84     OFF   OFF
2025-12-05 12:53:37     27.74     70.29      ON    ON
2025-12-05 12:53:38     27.85     70.14      ON    ON
2025-12-05 12:53:39     28.16     69.09     OFF   OFF
2025-12-05 12:53:40     28.32     69.01     OFF   OFF
2025-12-05 12:53:41     28.09     69.64     OFF   OFF
2025-12-05 12:53:42     27.87     70.29      ON    ON
2025-12-05 12:53:43     27.81     70.12      ON    ON
2025-12-05 12:53:44     28.16     69.26     OFF   OFF
2025-12-05 12:53:45     28.36     69.14     OFF   OFF
2025-12-05 12:53:46     27.93     69.81      ON   OFF
2025-12-05 12:53:47     27.98     70.39      ON    ON
2025-12-05 12:53:48     28.46     70.17     OFF    ON
2025-12-05 12:53:49     28.46     69.08     OFF   OFF
2025-12-05 12:53:50     28.23     68.73     OFF   OFF
2025-12-05 12:53:51     27.98     69.48      ON   OFF
2025-12-05 12:53:52     28.09     70.02     OFF    ON
2025-12-05 12:53:53     28.12     69.75     OFF   OFF
2025-12-05 12:53:54     27.99     69.53      ON   OFF
2025-12-05 12:53:55     27.96     70.27      ON    ON
2025-12-05 12:53:56     28.48     70.10     OFF    ON
2025-12-05 12:53:57     28.42     68.99     OFF   OFF
2025-12-05 12:53:58     28.01     68.97     OFF   OFF
2025-12-05 12:53:59     27.80     69.62      ON   OFF
2025-12-05 12:54:00     28.02     70.24     OFF    ON
2025-12-05 12:54:01     27.98     70.06      ON    ON
2025-12-05 12:54:02     28.01     69.24     OFF   OFF
2025-12-05 12:54:03     28.16     69.02     OFF   OFF
2025-12-05 12:54:04     27.84     69.72      ON   OFF
2025-12-05 12:54:05     27.87     70.25      ON    ON
2025-12-05 12:54:06     28.38     69.92     OFF   OFF
2025-12-05 12:54:07     28.28     69.65     OFF   OFF
2025-12-05 12:54:08     28.10     70.14     OFF    ON
2025-12-05 12:54:09     27.88     70.02      ON    ON
2025-12-05 12:54:10     27.98     69.06      ON   OFF
2025-12-05 12:54:11     28.40     68.78     OFF   OFF
2025-12-05 12:54:12     28.41     69.30     OFF   OFF
2025-12-05 12:54:13     28.10     69.86     OFF   OFF
2025-12-05 12:54:14     27.83     70.43      ON    ON
2025-12-05 12:54:15     27.99     70.26      ON    ON
2025-12-05 12:54:16     28.48     69.28     OFF   OFF
2025-12-05 12:54:17     28.38     68.92     OFF   OFF
2025-12-05 12:54:18     28.14     69.60     OFF   OFF
2025-12-05 12:54:19     27.81     70.29      ON    ON
2025-12-05 12:54:20     27.84     70.16      ON    ON
2025-12-05 12:54:21     28.05     69.14     OFF   OFF
2025-12-05 12:54:22     28.01     69.04     OFF   OFF
2025-12-05 12:54:23     27.59     69.63      ON   OFF
